Key,Comment,Japanese,Japanese,English
Erena.Fallen2-46,,そしてモニターにはエレナの戸籍情報が映し出された,そしてモニターにはエレナの戸籍情報が映し出された,And the monitor showed Erena's family registration information.
,,,,
Erena.Fallen2-47,エレナ,「………え…？そん…な？……違う……！こんなの…偽造に決まって…！」,「………え…？そん…な？……違う……！こんなの…偽造に決まって…！」,"""......... eh...? What...? ...... is different from ......! This is a forgery, of course...!"
,,,,
Erena.Fallen2-48,触手怪人,「……もう一つ。君が学園にいない間生徒会は機能していなかったからね。学園の職員と直接君の今後について会議をしたのだが…」,「……もう一つ。君が我々に囚われている間、司令部は機能していなかったからね。レギオンの職員と直接君の今後について会議をしたのだが…」,"""One more thing about ....... The student council has not been functioning while you have been away from the school. I had a meeting directly with the school staff to discuss your future..."""
,,,,
Erena.Fallen2-49,,「賛成多数で君は学園を退学処分となった。もちろん生徒会副会長も解任だ」,「賛成多数で君はレギオンから抹消処分となった。もちろんレギオン司令部副会長も解任だ」,"The majority voted to expel you from the school. And of course, you are dismissed as vice president of the student council."""
,,,,
Erena.Fallen2-50,エレナ,「…………は？」,「…………は？」,"What about ............?"""
,,,,
Erena.Fallen2-51,触手怪人,「ほれ、これがその書類だ。」,「ほれ、これがその書類だ。」,"Here, here's the paperwork."""
,,,,
Erena.Fallen2-52,エレナ,「…………いや、……違うッ！こんなのっ！偽造でっ！」,「…………いや、……違うッ！こんなのっ！偽造でっ！」,"I'm not ............, I'm not ......! This is not it! It's a forgery!"
,,,,
Erena.Fallen2-53,触手怪人,「グフフッ、これが本物だという事は副生徒会長をしていた君が一番良く分かっているだろう？」,「グフフッ、これが本物だという事はレギオン副会長をしていた君が一番良く分かっているだろう？」,"""Guffaw, as vice―president, you know better than anyone that this is the real deal, don't you?"""
,Erena darkness 2-5,,,
Erena.Fallen2-54,エレナ,「―――――いやっ、こんなのっ！信じないっ！」,「―――――いやっ、こんなのっ！信じないっ！」,"I'm going to go to ――――― and say, ""No, I don't believe this! I don't believe it!"""
,,,,
Erena.Fallen2-55,,「―――――これまでっ！、学園のためにっ！清藤グループのためにっ！聖核戦姫のためにっ！頑張って来たのにっ！」,「―――――これまでっ！、平和のためにっ！清藤グループのためにっ！聖核戦姫のためにっ！頑張って来たのにっ！」,――――― so far! For the school! For the Seidō Group! For the Seidō Group! For the Seidō Group!
,,,,
Erena.Fallen2-56,,「その結果がこんなのっ！ありえないっ！」,「その結果がこんなのっ！ありえないっ！」,"And the result is this! This is impossible!"""
,,,,
Erena.Fallen2-57,触手怪人,「おーおー、可哀そうなエレナ君。信頼していた人達に裏切られるのはつらいなぁ」,「おーおー、可哀そうなエレナ君。信頼していた人達に裏切られるのはつらいなぁ」,"Poor Erena. It's hard to be betrayed by people you trusted."""
,,,,
Erena.Fallen2-58,エレナ,「ずっと我慢してっ！皆のために…っ！」,「ずっと我慢してっ！皆のために…っ！」,"You have to be patient! For everyone's sake...!"""
,,,,
Erena.Fallen2-59,,「ひぐっ、…これまでっ、…何のために…私はっ！」,「ひぐっ、…これまでっ、…何のために…私はっ！」,"""Higg,...all this,...for...nothing...but...me!"""
,,,,
Erena.Fallen2-60,触手怪人,「おやおや、あの気の強いエレナちゃんが泣いてしまった！」,「おやおや、あの気の強いエレナちゃんが泣いてしまった！」,"Oh dear, that feisty little Erena has cried!"""
,,,,
Erena.Fallen2-61,,「可哀そうに、今や君の帰る場所はどこにもないのだから」,「可哀そうに、今や君の帰る場所はどこにもないのだから」,"'Poor you, now there's nowhere for you to go."
,,,,
Erena.Fallen2-62,エレナ,「ひぐっ、これまでっ、ずっと頑張って来たのにっ！なんでっ！」,「ひぐっ、これまでっ、ずっと頑張って来たのにっ！なんでっ！」,I've worked so hard all this time! Why!
,,,,
Erena.Fallen2-63,,「一体これまで…私は何を…っ！」,「一体これまで…私は何を…っ！」,What in the world have I ever... what have I ever...!
,,,,
Erena.Fallen2-64,触手怪人,「惨めで、弱くて、何も成し遂げられない。全てエレナ君のせいだ」,「惨めで、弱くて、何も成し遂げられない。全てエレナ君のせいだ」,"I'm miserable, weak, and can't accomplish anything. It's all your fault, Erena."""
,,,,
Erena.Fallen2-65,,「っ！、全部っ、私のっ、せい…で」,「っ！、全部っ、私のっ、せい…で」,It's all my fault! It's all my fault!
,,,,
Erena.Fallen2-66,触手怪人,「グフフッ、君の帰る場所はもうないわけだが……」,「グフフッ、君の帰る場所はもうないわけだが……」,"""Guffaw, so there's no place for you to go back to. ......"
,,,,
Erena.Fallen2-67,Erena darkness 2-2,「君に選択肢をあげよう。」,「君に選択肢をあげよう。」,"I'll give you a choice."""
,,,,
Erena.Fallen2-68,エレナ,「えぐっ…な…なにっ…」,「えぐっ…な…なにっ…」,"Egg...what...what...?"""
,,,,
Erena.Fallen2-69,,「ここから出た所で君の居場所はどこにもない。」,「ここから出た所で君の居場所はどこにもない。」,"There's nowhere for you to go when you get out of here."""
,,,,
Erena.Fallen2-70,,「惨めな最期を迎えると分かっていながら最後まで抗うか」,「惨めな最期を迎えると分かっていながら最後まで抗うか」,"""Will you fight to the bitter end, knowing you'll meet a miserable end?"""
,,,,
Erena.Fallen2-71,,「それとも―――――」,「それとも―――――」,"Or you can go to ―――――"""
,,,,
Erena.Fallen2-72,,グチュッ、ズルズルッ、ドチュッ！,グチュッ、ズルズルッ、ドチュッ！,"Gut, slurp, slurp, slurp, slurp!"
,,,,
Erena.Fallen2-73,,「ん゛お゛っ！、おまんこっ♥、なんでっ！！」,「ん゛お゛っ！、おまんこっ♥、なんでっ！！」,"""Oh, fuck! Oh, pussy, why!"
,,,,
Erena.Fallen2-74,,「それとも全てを諦め、財団に忠誠を誓い、私のペットとなり永遠の快楽に身を委ねるか」,「それとも全てを諦め、財団に忠誠を誓い、私のペットとなり永遠の快楽に身を委ねるか」,"Or do you give up everything, pledge allegiance to the Foundation, become my pet, and surrender yourself to eternal pleasure?"""
,,,,
Erena.Fallen2-75,,グチュッ、グチュッ、ズルッ、ズルルルッ！,グチュッ、グチュッ、ズルッ、ズルルルッ！,"Gut, gut, slurp, slurp, slurp!"
,,,,
Erena.Fallen2-76,エレナ,「ひぐっ♥！、誰がぁ♥！」,「ひぐっ♥！、誰がぁ♥！」,"""HIGGGH! Who is it?"
,,,,
Erena.Fallen2-77,,(だめっ、たとえ全て失ってもっ！こんなのに耳を貸したらっ♥),(だめっ、たとえ全て失ってもっ！こんなのに耳を貸したらっ♥),"(No, even if I lose everything! I'm not going to listen to this.)"
,,,,
Erena.Fallen2-78,Erenadarkne2-4(2),「でもっ♥、子宮グチュグチュしながら聞くなんてッ♥、ずるいっ♥！」,「でもっ♥、子宮グチュグチュしながら聞くなんてッ♥、ずるいっ♥！」,"""But, you can't listen to me while I'm squirming in my uterus, that's not fair!"
,,,,
Erena.Fallen2-79,触手怪人,「グフフッ、私のペットになれエレナ君。そうすれば君は何も考えなくていい！」,「グフフッ、私のペットになれエレナ君。そうすれば君は何も考えなくていい！」,"I'll be your pet, Erena. Then you won't have to think about anything!"""
,,,,
Erena.Fallen2-80,,グチュッ、ドチュッ、ズルルっ！,グチュッ、ドチュッ、ズルルっ！,"Gut, douching, and slurping!"
,,,,
Erena.Fallen2-81,エレナ,「ん゛お゛お゛っ♥！、ん゛ッ♥、そんなのっ♥絶対ッ♥！」,「ん゛お゛お゛っ♥！、ん゛ッ♥、そんなのっ♥絶対ッ♥！」,"""Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh! Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no!"
,,,,
Erena.Fallen2-82,触手怪人,「ゆっくり考えたまえ。君に危害は加えん」,「ゆっくり考えたまえ。君に危害は加えん」,"Take your time. I won't hurt you."""
,,,,
Erena.Fallen2-83,,コリッ、コリコリッ、グチュッ♥,コリッ、コリコリッ、グチュッ♥,"Click, click, click, click, click, click, click, click, click, click, click, click, click, click, click, click, click, click, click."
,,,,
Erena.Fallen2-84,エレナ,「んあっ♥、いぎっ♥、だからってぇ♥、わたしはっ♥負けないッ」,「んあっ♥、いぎっ♥、だからってぇ♥、わたしはっ♥負けないッ」,"""Oh, I'm so sorry, I'm so sorry, I won't lose."
,,,,
Erena.Fallen2-85,Erena darkness 2ｰ5,(――――負けない？……何のために？),(――――負けない？……何のために？),(―――― can't lose? ...... for what?)
,,,,
Erena.Fallen2-86,,(私がこれまで耐えて、頑張ったのに、全部無意味だったっ♥),(私がこれまで耐えて、頑張ったのに、全部無意味だったっ♥),(All the hard work I've endured and worked so hard for was for nothing ♥)
,,,,
Erena.Fallen2-87,,(……こんなに頑張ったのにっ♥裏切られてっ),(……こんなに頑張ったのにっ♥裏切られてっ),"(......I worked so hard, but I was betrayed...)"
,,,,
Erena.Fallen2-88,,(この怪人を倒して清藤家…生徒会戻ったとして…私の居場所はっ…),(この怪人を倒して清藤家…レギオンに戻ったとして…私の居場所はっ…),(Even if I defeat this monster and return to the Seidō family...the student council...where is my place...)
,,,,
Erena.Fallen2-89,触手怪人,「グフフッ、エレナ君、どうだね、私の触手は？」,「グフフッ、エレナ君、どうだね、私の触手は？」,"Guffaw, Erena, what do you think of my tentacles?"
,,,,
Erena.Fallen2-90,,グチュッ、ドチュッ、ズルルッ！,グチュッ、ドチュッ、ズルルッ！,"Gut, douching, and slurping!"
,,,,
Erena.Fallen2-91,エレナ,「ん゛あっ♥、お゛お゛っ♥！ん゛ん゛～～～っ♥♥」,「ん゛あっ♥、お゛お゛っ♥！ん゛ん゛～～～っ♥♥」,"""Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh! oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh!"
,,,,
Erena.Fallen2-92,,(……でもっ、この怪人はっ、私の事を考えてくれているっ♥？私が気持ち良くなることをっ♥),(……でもっ、この怪人はっ、私の事を考えてくれているっ♥？私が気持ち良くなることをっ♥),(...... but this monster is thinking about me ♥? I want to feel good.)
,,,,
Erena.Fallen2-93,,(私はただこの触手に身を任せていればいいのっ♥？それだけで認めてくれるっ♥),(私はただこの触手に身を任せていればいいのっ♥？それだけで認めてくれるっ♥),(All I have to do is just to let myself be touched by this tentacle ♥? That's all you have to do to get my approval.)
,,,,
Erena.Fallen2-94,,(ここなら、何も考えなくていいっ♥),(ここなら、何も考えなくていいっ♥),"(Here, I don't have to think about anything ♥)"
,,,,
Erena.Fallen2-95,,(ぐちゅぐちゅされてるだけでっ♥気持ちいだけでっ♥),(ぐちゅぐちゅされてるだけでっ♥気持ちいだけでっ♥),(Just being sucked on by a man makes me feel so good.)
,,,,
Erena.Fallen2-96,触手怪人,「どうするエレナ君？私のペットになるか…それともそれとも無意味な抵抗を続けるか…」,「どうするエレナ君？私のペットになるか…それともそれとも無意味な抵抗を続けるか…」,"What will you do, Erena? Will you be my pet... or will you continue your senseless resistance?"""
,,,,
Erena.Fallen2-97,エレナ,「…………なります」,「…………なります」,"""............."""
,Erena darkness 2-6,,,
Erena.Fallen2-98,エレナ,「もう聖核戦姫じゃなくていいっ！あなたのっ、ご主人様のペットになりますっ！」,「もう聖核戦姫じゃなくていいっ！あなたのっ、ご主人様のペットになりますっ！」,"I don't want to be a Seikaku Princess anymore! I will be your pet, your master's pet!"""
,,,,
Erena.Fallen2-99,,「もう…もう全部どうでもいいっ、何も考えたくない！気持ちよくしてくれるならっ！それでいいですっ！」,「もう…もう全部どうでもいいっ、何も考えたくない！気持ちよくしてくれるならっ！それでいいですっ！」,"I don't care about any of this, I don't want to think about anything else! As long as you make me feel good! That's all I want!"""
,,,,
Erena.Fallen2-100,触手怪人,「グフフッ、そうか！これでエレナ君の全ては私の物だ！」,「グフフッ、そうか！これでエレナ君の全ては私の物だ！」,"Guffaw, I see! Now everything about you, Erena, is mine!"""
,,,,
Erena.Fallen2-101,エレナ,「はいっ♥、エレナはっ、ご主人様に負けてご主人様の愛玩ペットになりましたっ♥」,「はいっ♥、エレナはっ、ご主人様に負けてご主人様の愛玩ペットになりましたっ♥」,"Yes, Erena has been defeated by her master and has become his lapdog pet."
,,,,
Erena.Fallen2-102,,「ではエレナ君陥落記念に記念撮影をしておこうか。君が永遠に私の所有物になった証明だ」,「ではエレナ君陥落記念に記念撮影をしておこうか。君が永遠に私の所有物になった証明だ」,"Well, Erena, let's have a commemorative photo to mark your fall. Proof that you are now my property forever."""
,,,,
Erena.Fallen2-103,エレナ,「えへっ、ありがとうございま～すっ！」,「えへっ、ありがとうございま～すっ！」,"Hehe, thank you very much!"""
,,,,
Erena.Fallen2-104,,エレナは向けられたモニターに向かって壊れた笑顔を向ける,エレナは向けられたモニターに向かって壊れた笑顔を向ける,Erena smiles brokenly at the monitor she's pointed at
,,,,
Erena.Fallen2-105,,「―――私っ、清藤……いえ、エレナはっ！今ご主人様の愛玩ペットになりましたっ！」,「―――私っ、清藤……いえ、エレナはっ！今ご主人様の愛玩ペットになりましたっ！」,"I, Seidō ......, no, Erena, am now Master's lapdog! I am now Master's lapdog pet!"
,,,,
Erena.Fallen2-106,,「もう聖核戦姫も生徒会もどうでもいいっ！ずっとご主人様にご奉仕してっ沢山可愛がってもらうのっ♥！」,「もう聖核戦姫なんてどうでもいいっ！ずっとご主人様にご奉仕してっ沢山可愛がってもらうのっ♥！」,I don't care about the Seikaku Princess or the student council anymore! I will always serve my master and be loved by him!
,,,,
Erena.Fallen2-107,触手怪人,「グフッ、よく言えた！流石私のかわいいペットちゃんだ！」,「グフッ、よく言えた！流石私のかわいいペットちゃんだ！」,"I'm so proud of you,"" he said! That's my little pet!"""
,,,,
Erena.Fallen2-108,エレナ,「えへっ、えへっ、ありがとうございますっ！、だからっ！今すぐぐちゃぐちゃにしてくださいっ！」,「えへっ、えへっ、ありがとうございますっ！、だからっ！今すぐぐちゃぐちゃにしてくださいっ！」,"I'm so glad you're here! I'm just saying! Please mess me up right now!"""
,,,,
Erena.Fallen2-109,,「もう何も考えたくないっ、頭のなか快楽でいっぱいにしてっ！」,「もう何も考えたくないっ、頭のなか快楽でいっぱいにしてっ！」,"I don't want to think about anything else, let my head be filled with pleasure!"""
,,,,
Erena.Fallen2-110,触手怪人,「グフフッ、もちろんだ、しっかりおねだりできたペットちゃんにはご褒美をあげんとなぁ？」,「グフフッ、もちろんだ、しっかりおねだりできたペットちゃんにはご褒美をあげんとなぁ？」,"Of course, we have to reward the pets who beg well, don't we?"""
,,,,
Erena.Fallen2-111,Erena darkness 2ｰ1,そしてエレナは一切の抵抗をせず、触手怪人の中に取り込まれる,そしてエレナは一切の抵抗をせず、触手怪人の中に取り込まれる,And Erena makes no resistance at all and is taken inside the tentacle monster.
,,,,
Erena.Fallen2-112,,ジュルッ、ズポッ、ジュルルルッ、,ジュルッ、ズポッ、ジュルルルッ、,"Jelp, zupo, jelp, jelp, jelp,"
,,,,
Erena.Fallen2-113,エレナ,「～～～～～～♥♥！！、きたっ、真っ暗でっ、ヌルヌルでっ、気持ちいいだけの場所っ！」,「～～～～～～♥♥！！、きたっ、真っ暗でっ、ヌルヌルでっ、気持ちいいだけの場所っ！」,"""～～～～～～♥♥♥! It's dark, it's slimy, it's just a nice place!"
,,,,
Erena.Fallen2-114,,ズボッ、ズチュッ、グチュッ、ドチュッ、ズブブッ、ジュルルルッ！,ズボッ、ズチュッ、グチュッ、ドチュッ、ズブブッ、ジュルルルッ！,"Zubotsu, zuchu, guchu, douchu, zubububu, jurururu!"
,,,,
Erena.Fallen2-115,,「ん゛おっ♥、おまんこもっ♥、お尻の穴もっ♥、もっとぐちゃぐちゃにしてっ♥！頭おかしくなるくらいっ♥！」,「ん゛おっ♥、おまんこもっ♥、お尻の穴もっ♥、もっとぐちゃぐちゃにしてっ♥！頭おかしくなるくらいっ♥！」,"I want you to fuck my pussy, my asshole, my ass hole, and make it even more messy! I want it so bad, it's driving me crazy!"""
,,,,
Erena.Fallen2-116,触手怪人,「グフフッ、もちろんだとも。エレナ君、君は何も考えなくていい。私の中でひたすら快楽を貪り続けるだけでいいんだ」,「グフフッ、もちろんだとも。エレナ君、君は何も考えなくていい。私の中でひたすら快楽を貪り続けるだけでいいんだ」,"Of course, of course. Erena, you don't have to think about anything. All you have to do is to continue to enjoy the pleasure inside me."
,,,,
Erena.Fallen2-117,,ズボッ、ジュルルル♥、グチュッ、ジュルルルッ！,ズボッ、ジュルルル♥、グチュッ、ジュルルルッ！,"Zubotsu, julururu♥, gutsu, julururu♥!"
,,,,
Erena.Fallen2-118,エレナ,「えへへぇ♥、きもちいっ♥、ご主人様っ♥、エレナッ、ご主人様に飼われて幸せですっ♥♥！」,「えへへぇ♥、きもちいっ♥、ご主人様っ♥、エレナッ、ご主人様に飼われて幸せですっ♥♥！」,"""Heheheh, it feels so good, Master, Erena, I'm so happy to be kept by Master!"
,,,,
Erena.Fallen2-119,,清藤エレナはどろどろとした暗闇の中、媚びるように触手を舐め続ける,清藤エレナはどろどろとした暗闇の中、媚びるように触手を舐め続ける,"Seidō Erena continues to lick her tentacles in the throbbing darkness, flirtatiously"
,,,,
Erena.Fallen2-120,,グチュッ、ズルルッ、ジュルッ、グチュッ！,グチュッ、ズルルッ、ジュルッ、グチュッ！,"Gut, slurp, slurp, slurp, slurp, slurp!"
,,,,
Erena.Fallen2-121,,「ん゛っ♥、ん゛ん゛～～～～っ♥♥」,「ん゛っ♥、ん゛ん゛～～～～っ♥♥」,"""♥,♥,♥,♥,♥,♥,♥,♥,♥,♥,♥,♥,♥,♥,♥,♥ ～～～～."""
,,,,
Erena.Fallen2-122,,(ここなら何もしなくていいっ♥、ただペットとして気持ちよくなってるだけっ♥),(ここなら何もしなくていいっ♥、ただペットとして気持ちよくなってるだけっ♥),"(I don't have to do anything here, I just feel good as a pet.)"
,,,,
Erena.Fallen2-123,,(ずっとここでいいっ♥、ご主人様に可愛がってもらうのっ♥♥),(ずっとここでいいっ♥、ご主人様に可愛がってもらうのっ♥♥),"(I'll stay here forever, I'll be adored by my master ♥♥♥♥)"
,,,,
Erena.Fallen2-124,,暗闇の中、エレナの思考はどろどろとした邪悪な快楽に溶けていくのだった,暗闇の中、エレナの思考はどろどろとした邪悪な快楽に溶けていくのだった,"In the darkness, Erena's thoughts melted into a throbbing, evil pleasure."
,,,,
,,,,
,,,,
Erena darkness 3,,,,
Erena.Fallen3-1,Erena darkness 3ｰ1,――――財団地下研究施設,――――財団地下研究施設,―――― Foundation Underground Research Facility
,,,,
Erena.Fallen3-2,,ジュパッ、ジュルッ、ズルッ、ジュプッ,ジュパッ、ジュルッ、ズルッ、ジュプッ,"Jup, jup, jup, jup, jup, jup, jup, jup."
,,,,
Erena.Fallen3-3,,熱帯雨林のような熱気と湿度と、むせかえるような臭いが部屋に充満する,熱帯雨林のような熱気と湿度と、むせかえるような臭いが部屋に充満する,Heat and humidity like a tropical rainforest and a sweltering smell fills the room.
,,,,
Erena.Fallen3-4,エレナ,「んん゛ん゛～～～♥♥、チュパッ♥、チュパッ♥、チュパッ♥」,「んん゛ん゛～～～♥♥、チュパッ♥、チュパッ♥、チュパッ♥」,
,,,,
Erena.Fallen3-5,,エレナの胎は触手怪人に粘液を注がれた続けた結果、妊婦のように膨らんでいた,エレナの胎は触手怪人に粘液を注がれた続けた結果、妊婦のように膨らんでいた,Erena's womb was swollen like a pregnant woman as a result of the tentacle monster's continuous infusion of mucus.
,,,,
Erena.Fallen3-6,,ジュルッ♥、ズルッ♥、グブッ♥、ジュルルッ♥！,ジュルッ♥、ズルッ♥、グブッ♥、ジュルルッ♥！,"Jelu♥, zulu♥, gubu♥, julu♥!"
,,,,
Erena.Fallen3-7,触手怪人,「グフフッ、必死に触手にしゃぶりつきおって。まるで赤ちゃんだな」,「グフフッ、必死に触手にしゃぶりつきおって。まるで赤ちゃんだな」,"You're sucking on my tentacles like a baby,"" he said. You're like a baby."
,,,,
Erena.Fallen3-8,エレナ,「ん゛ん゛～～♥、ジュルルッ♥、チュパッ♥」,「ん゛ん゛～～♥、ジュルルッ♥、チュパッ♥」,"""Oh, my God, oh, my God, oh, my God, oh, my God, oh, my God, oh, my God, oh, my God, oh, my God, oh, my God, oh, my God, oh, my God."""
,,,,
Erena.Fallen3-9,Erena darkness 3ｰ2,「ん゛っ♥、ん゛っ♥！！」,「ん゛っ♥、ん゛っ♥！！」,"""♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥"""
,,,,
Erena.Fallen3-10,触手怪人,「ん？ああそろそろ餌付けの時間か、少し早いがエレナ君にご飯をあげないとな」,「ん？ああそろそろ餌付けの時間か、少し早いがエレナ君にご飯をあげないとな」,"Hmm? Oh, it's almost feeding time, I know it's a little early, but I have to feed you, Erena."""
,,,,
Erena.Fallen3-11,,そしてエレナの口に突っ込まれた触手の先端から栄養の入ったドロッした粘液が喉奥に流し込まれる,そしてエレナの口に突っ込まれた触手の先端から栄養の入ったドロッした粘液が喉奥に流し込まれる,"Then, the tip of a tentacle is plunged into Erena's mouth, and a thick, nourishing mucus is poured down the back of her throat."
,,,,
Erena.Fallen3-12,エレナ,「ん゛ん゛っ♥♥！ジュルッ、ジュルルッ、ゴキュッ♥、ゴキュッ♥」,「ん゛ん゛っ♥♥！ジュルッ、ジュルルッ、ゴキュッ♥、ゴキュッ♥」,"""D―D―D―D―D―D―D―D―D―D―D―D―D―D―D―D... ""Jizz, jizz, gurgle, gurgle, gurgle, gurgle, gurgle, gurgle, gurgle, gurgle, gurgle, gurgle, gurgle."""
,,,,
Erena.Fallen3-13,,「ん゛っ♥、ん゛っ♥」,「ん゛っ♥、ん゛っ♥」,"""♥♥♥♥♥"""
,,,,
Erena.Fallen3-14,触手怪人,「グフフッ、今回のご飯はどうだね？タンパク液と隠し味にエレナ君の好きな性分泌液のミックスだ」,「グフフッ、今回のご飯はどうだね？タンパク液と隠し味にエレナ君の好きな性分泌液のミックスだ」,"How's the rice this time? It's a mix of protein and, as a secret ingredient, your favorite sexual secretion, Erena."""
,,,,
Erena.Fallen3-15,,ゴキュッ♥、ゴキュッ♥、プハッ！,ゴキュッ♥、ゴキュッ♥、プハッ！,"Gokyuk ♥, gokyuk ♥, puhah!"
,Erena darkness3-3,,,
Erena.Fallen3-16,エレナ,「えへへぇ～～おいしいっ♥、ご主人様ぁ、もっとちょうだ～い♥」,「えへへぇ～～おいしいっ♥、ご主人様ぁ、もっとちょうだ～い♥」,"""Hehehe~~ delicious, master, please give me more!"""
,,,,
Erena.Fallen3-17,触手怪人,「グフフッ、欲しがりなペットちゃんだ。だがかわいいエレナ君の頼みならしょうがないな」,「グフフッ、欲しがりなペットちゃんだ。だがかわいいエレナ君の頼みならしょうがないな」,"I'm a greedy pet,"" he said. But if it's a request from the lovely Erena, I can't help it."""
,,,,
Erena.Fallen3-18,エレナ,「ジュルルッ♥、ゴキュッ、ゴキュッ♥、ジュププッ♥」,「ジュルルッ♥、ゴキュッ、ゴキュッ♥、ジュププッ♥」,"""Joollllll♥, gokkk, gokkk, gokkk, gokkk, gokkk, gokkk, gokkk, gokkk, gokkk, gokkk."""
,,,,
Erena.Fallen3-19,,「プハッ、えへへっ♥、ごちそうさま～～♥」,「プハッ、えへへっ♥、ごちそうさま～～♥」,"""Puhahaha, eheheh ♥, thanks for the food~~♥"""
,,,,
Erena.Fallen3-20,,触手怪人はエレナの頭を触手で優しくなでる,触手怪人はエレナの頭を触手で優しくなでる,The tentacle monster gently nudges Erena's head with its tentacles.
,,,,
Erena.Fallen3-21,触手怪人,「グフフッ、偉いぞエレナ君。しっかりごちそうさまが言えたな」,「グフフッ、偉いぞエレナ君。しっかりごちそうさまが言えたな」,"""Guffaw, good for you, Erena. You said thank you very well."
,,,,
Erena.Fallen3-22,エレナ,「えへへっ、褒めてくれてありがとうございますっ♥」,「えへへっ、褒めてくれてありがとうございますっ♥」,"Hehehe, thank you so much for the compliment ♥"""
,,,,
Erena.Fallen3-23,Erena darkness3-4,ズルッ、ズルッ、ビクッ！！,ズルッ、ズルッ、ビクッ！！,"Slurp, slurp, jerk!"
,,,,
Erena.Fallen3-24,,「んあっ♥？お゛っ♥？ご主人様ぁ、なんかお腹が変ですぅ」,「んあっ♥？お゛っ♥？ご主人様ぁ、なんかお腹が変ですぅ」,"""Oh!""? Ohhhh? Master, something is wrong with my stomach."
,,,,
Erena.Fallen3-25,触手怪人,「ああ、どうやら赤ちゃんが生まれるようだな」,「ああ、どうやら赤ちゃんが生まれるようだな」,"'Yeah, looks like we're having a baby."
,,,,
Erena.Fallen3-26,エレナ,「赤ちゃん！、ご主人様との♥！？やったあ、うれしいですっ♥！」,「赤ちゃん！、ご主人様との♥！？やったあ、うれしいですっ♥！」,'Baby! With the master! I'm so happy!
,,,,
Erena.Fallen3-27,触手怪人,「グフフッ、そうだな。どれ、出やすいように産道を広げてやろう」,「グフフッ、そうだな。どれ、出やすいように産道を広げてやろう」,"""Guffaw, yes. Which, let's widen the birth canal to make it easier to get out."""
,,,,
Erena.Fallen3-28,,グポッ、グポッ、ジュルッ、ズルルッ、ドチュッ！,グポッ、グポッ、ジュルッ、ズルルッ、ドチュッ！,"Gup, gup, julp, zulu, douching!"
,,,,
Erena.Fallen3-29,エレナ,「お゛お゛ッ、！ん゛っ♥！、ご主人様っ♥！お腹がぎゅるぎゅるするっ！」,「お゛お゛ッ、！ん゛っ♥！、ご主人様っ♥！お腹がぎゅるぎゅるするっ！」,"""Oh―oh―oh―oh―oh―oh―oh―oh―oh―oh―oh―oh―oh―oh―oh―oh! ""Aaah! Oh, master! My belly's squeezing!"""
,,,,
Erena.Fallen3-30,触手怪人,「頑張れエレナ君！君は苗床として沢山の聖核エネルギーを引き継いだ怪人を産むのだっ！」,「頑張れエレナ君！君は苗床として沢山の聖核エネルギーを引き継いだ怪人を産むのだっ！」,"You are a nursery and you will give birth to many monsters who will inherit the Seikaku Energy! You will give birth to many monsters who will inherit the Seikaku energy as a nursery!"""
,,,,
Erena.Fallen3-31,,ズボッ、ズボッ、グチュッ、グチュッ！,ズボッ、ズボッ、グチュッ、グチュッ！,"Zubotsu, zubotsu, gutsu, gutsu!"
,,,,
Erena.Fallen3-32,エレナ,「ん゛ん゛っ♥！良く分からないけどっ♥、ご主人様のために頑張りますっ♥♥」,「ん゛ん゛っ♥！良く分からないけどっ♥、ご主人様のために頑張りますっ♥♥」,"""♥♥♥♥♥! I don't know, but I'll do my best for the master."
,,,,
Erena.Fallen3-33,,「ん゛ん゛っ！出るっ、ん゛あ゛ああっ！！」,「ん゛ん゛っ！出るっ、ん゛あ゛ああっ！！」,"""D―D―D―D―D―D..! I'm gonna get it, ""d―d―d―d―d―d―d―d―d!"""
,,,,
Erena.Fallen3-34,Erena darkness3-5,ビチッ、ビチビチビチッ！,ビチッ、ビチビチビチッ！,"Biti, biti biti biti!"
,,,,
Erena.Fallen3-35,エレナ,「ん゛お゛お゛っ！♥何これぇっ♥、おまんこからっ♥、出てるっ♥？！」,「ん゛お゛お゛っ！♥何これぇっ♥、おまんこからっ♥、出てるっ♥？！」,"""D―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d! What the fuck is that coming out of my pussy?"
,,,,
Erena.Fallen3-36,触手怪人,「頑張れエレナ君！もう少しで全部出るぞ！」,「頑張れエレナ君！もう少しで全部出るぞ！」,"Go for it, Erena! You're almost all the way out!"""
,,,,
